ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
20075,HT464142,09/23/2011 06:07:00 AM,051XX W BLOOMINGDALE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,2533,025,37,25,01A,1141810,1911522,2011,08/22/2012 12:13:18 PM,41.91328324300852,-87.75445592164711,"(41.91328324300852, -87.75445592164711)"
20074,HT509760,09/22/2011 10:32:00 PM,071XX S YATES BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0334,003,7,43,01A,1193492,1857905,2011,11/17/2011 12:01:47 PM,41.76504196613851,-87.56634894859698,"(41.76504196613851, -87.56634894859698)"
20073,HT508548,09/22/2011 10:21:00 AM,001XX N 109,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1114,011,28,26,01A,1147080,1900271,2011,11/29/2011 09:38:27 AM,41.88231005219227,-87.73538295957758,"(41.88231005219227, -87.73538295957758)"
20072,HT504562,09/19/2011 05:49:00 PM,060XX S PRAIRIE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0311,003,20,40,01A,1179029,1865223,2011,05/22/2012 08:58:59 AM,41.78546497062364,-87.61913674542457,"(41.78546497062364, -87.61913674542457)"
20071,HT504254,09/19/2011 04:08:00 PM,059XX S WINCHESTER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,false,false,0714,007,15,67,01A,1164338,1865100,2011,11/29/2011 09:41:23 AM,41.785449679640706,-87.67300414134063,"(41.785449679640706, -87.67300414134063)"
20070,HT502439,09/18/2011 11:28:00 AM,072XX S ARTESIAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,0832,008,18,66,01A,1161334,1856612,2011,11/29/2011 09:44:09 AM,41.76222019748384,-87.6842531106613,"(41.76222019748384, -87.6842531106613)"
20069,HT502251,09/18/2011 07:05:00 AM,058XX S WASHTENAW AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0824,008,16,63,01A,1159418,1865639,2011,11/29/2011 09:44:00 AM,41.78703104101237,-87.6910284482722,"(41.78703104101237, -87.6910284482722)"
20068,HT502057,09/18/2011 03:19:00 AM,041XX W POTOMAC AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,2534,025,37,23,01A,1148727,1908304,2011,11/17/2011 12:01:47 PM,41.904321811755835,-87.72912738957305,"(41.904321811755835, -87.72912738957305)"
20067,HT501879,09/18/2011 01:10:00 AM,025XX S SPAULDING AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,1024,010,22,30,01A,1154805,1887045,2011,11/17/2011 12:01:47 PM,41.84586526006153,-87.70737063769599,"(41.84586526006153, -87.70737063769599)"
20066,HT500599,09/17/2011 02:36:00 AM,026XX S KEDVALE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1031,010,22,30,01A,1149097,1886275,2011,11/17/2011 12:01:47 PM,41.843864537098355,-87.72833862308,"(41.843864537098355, -87.72833862308)"
20064,HT498787,09/15/2011 11:05:00 PM,076XX S WOLCOTT AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0611,006,18,71,01A,1165061,1853732,2011,11/29/2011 11:03:03 AM,41.75423908898628,-87.67067441822857,"(41.75423908898628, -87.67067441822857)"
20065,HT498844,09/15/2011 10:30:00 PM,049XX N TROY ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1713,017,33,14,01A,1154527,1932578,2011,11/24/2011 07:46:37 AM,41.97081739275249,-87.70717103541149,"(41.97081739275249, -87.70717103541149)"
20063,HT493229,09/14/2011 04:40:00 PM,092XX S BLACKSTONE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,DRIVEWAY,false,false,0413,004,8,48,01A,1187768,1844010,2011,11/24/2011 07:26:04 AM,41.72705088033216,-87.58777002479019,"(41.72705088033216, -87.58777002479019)"
20062,HT495827,09/14/2011 11:15:00 AM,053XX N NORTHWEST HWY,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,1622,016,45,11,01A,1136834,1934860,2011,11/17/2011 12:01:47 PM,41.97741581782671,-87.77217562751585,"(41.97741581782671, -87.77217562751585)"
20061,HT495239,09/13/2011 06:07:00 PM,066XX S OAKLEY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,0832,008,15,66,01A,1162182,1860334,2011,11/29/2011 09:53:41 AM,41.77241629201382,-87.68104160697813,"(41.77241629201382, -87.68104160697813)"
20060,HT495036,09/13/2011 02:40:00 PM,061XX S DR MARTIN LUTHER KING JR DR,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0311,003,20,40,01A,1179929,1864587,2011,12/23/2011 06:18:51 AM,41.78369916381415,-87.61585642033148,"(41.78369916381415, -87.61585642033148)"
20059,HT494625,09/13/2011 10:37:00 AM,033XX W NORTH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1422,014,26,23,01A,1153456,1910387,2011,11/17/2011 12:01:47 PM,41.909945038423665,-87.71170094056562,"(41.909945038423665, -87.71170094056562)"
20058,HT494057,09/12/2011 10:00:00 PM,101XX S PERRY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0511,005,9,49,01A,1177434,1837487,2011,11/24/2011 07:26:52 AM,41.70939027883098,-87.62582087707754,"(41.70939027883098, -87.62582087707754)"
20056,HT491143,09/11/2011 05:05:00 AM,060XX S ALBANY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GANGWAY,false,false,0823,008,16,66,01A,1156785,1864618,2011,11/29/2011 09:58:14 AM,41.78428284146456,-87.70071008784413,"(41.78428284146456, -87.70071008784413)"
20057,HT491143,09/11/2011 01:09:00 AM,060XX S ALBANY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GANGWAY,false,false,0823,008,16,66,01A,1156785,1864618,2011,11/29/2011 09:58:08 AM,41.78428284146456,-87.70071008784413,"(41.78428284146456, -87.70071008784413)"
20189,Y449586,09/10/2011 02:40:00 PM,036XX W CHICAGO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,CTA BUS,false,false,1112,011,27,23,01A,1151606,1905127,2011,12/08/2011 10:58:33 AM,41.895547680511434,-87.71863558840198,"(41.895547680511434, -87.71863558840198)"
20055,HT487388,09/08/2011 06:11:00 PM,007XX N 700,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1511,015,29,25,01A,1138511,1904145,2011,11/17/2011 12:01:47 PM,41.893100328476464,-87.76675490769885,"(41.893100328476464, -87.76675490769885)"
20054,HT484475,09/06/2011 07:55:00 PM,072XX S WABASH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GANGWAY,false,false,0323,003,6,69,01A,1177933,1857097,2011,11/17/2011 12:01:47 PM,41.76319128206357,-87.62340109917344,"(41.76319128206357, -87.62340109917344)"
20053,HT484349,09/06/2011 06:36:00 PM,018XX S KEDZIE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1022,010,24,29,01A,1155347,1891239,2011,11/29/2011 10:08:27 AM,41.85736321761253,-87.70526895494437,"(41.85736321761253, -87.70526895494437)"
20052,HT482967,09/05/2011 09:51:00 PM,013XX S KILDARE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1011,010,24,29,01A,1147887,1893569,2011,11/29/2011 10:10:37 AM,41.86390350563655,-87.73259186080548,"(41.86390350563655, -87.73259186080548)"
20050,HT481682,09/04/2011 11:37:00 PM,006XX E 642,0110,HOMICIDE,FIRST DEGREE MURDER,CHA PLAY LOT,false,false,0533,005,9,54,01A,1183008,1817325,2011,11/17/2011 12:01:47 PM,41.65393545306376,-87.60603165132537,"(41.65393545306376, -87.60603165132537)"
20051,HT473739,09/04/2011 12:01:00 AM,043XX W MAYPOLE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1114,011,28,26,01A,1147199,1901136,2011,11/29/2011 09:54:12 AM,41.88468143493912,-87.73492383787867,"(41.88468143493912, -87.73492383787867)"
20049,HT479688,09/03/2011 02:45:00 PM,065XX S CALIFORNIA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0831,008,15,66,01A,1158800,1861018,2011,11/17/2011 12:01:47 PM,41.77436300775024,-87.69342047714638,"(41.77436300775024, -87.69342047714638)"
20048,HT479527,09/03/2011 01:25:00 PM,029XX W ADAMS ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1124,011,28,27,01A,1156597,1898837,2011,11/29/2011 10:13:43 AM,41.87818773761224,-87.70047510863391,"(41.87818773761224, -87.70047510863391)"
20047,HT479527,09/03/2011 01:23:00 PM,029XX W ADAMS ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1124,011,28,27,01A,1156597,1898837,2011,11/29/2011 10:13:36 AM,41.87818773761224,-87.70047510863391,"(41.87818773761224, -87.70047510863391)"
20045,HT478932,09/03/2011 02:10:00 AM,054XX W DIVISION ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1524,015,37,25,01A,1139797,1907423,2011,11/17/2011 12:01:47 PM,41.902072156453336,-87.7619516623711,"(41.902072156453336, -87.7619516623711)"
20046,HT478900,09/03/2011 01:23:00 AM,011XX W WRIGHTWOOD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1933,019,32,7,01A,1168161,1917461,2011,11/25/2011 09:45:05 AM,41.92905133928248,-87.65747609617567,"(41.92905133928248, -87.65747609617567)"
20044,HT478600,09/02/2011 09:36:00 PM,004XX W 449,0110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,false,false,0732,007,17,68,01A,1174281,1857139,2011,11/17/2011 12:01:47 PM,41.763388465448415,-87.63678505468982,"(41.763388465448415, -87.63678505468982)"
20043,HT477936,09/02/2011 03:53:00 PM,088XX S BEVERLY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,2221,022,19,72,01A,1165342,1845665,2011,11/17/2011 12:01:47 PM,41.73209611084546,-87.66987256995769,"(41.73209611084546, -87.66987256995769)"
20042,HT477755,09/02/2011 11:11:00 AM,050XX W DIVISION ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,2533,025,37,25,01A,1142406,1907558,2011,11/17/2011 12:01:47 PM,41.902394527144594,-87.75236495375046,"(41.902394527144594, -87.75236495375046)"
20041,HT477011,09/02/2011 05:54:00 AM,028XX W ROOSEVELT RD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1135,011,28,29,01A,1157240,1894616,2011,11/17/2011 12:01:47 PM,41.866591854312524,-87.6982288267624,"(41.866591854312524, -87.6982288267624)"
20039,HT474720,08/31/2011 09:47:00 PM,007XX S 707,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1133,011,24,27,01A,1153193,1896711,2011,01/10/2012 11:33:51 AM,41.87242196315246,-87.71303029882763,"(41.87242196315246, -87.71303029882763)"
20037,HT470465,08/28/2011 09:12:00 PM,011XX W SUNNYSIDE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2311,019,46,3,01A,1167517,1929779,2011,11/29/2011 09:19:31 AM,41.962866380758854,-87.65948672837519,"(41.962866380758854, -87.65948672837519)"
20038,HT469703,08/28/2011 09:10:00 AM,054XX S CALUMET AVE,0110,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,false,false,0234,002,3,40,01A,1179447,1869038,2011,11/17/2011 12:01:47 PM,41.79592415164649,-87.61748771303554,"(41.79592415164649, -87.61748771303554)"
20030,HT469228,08/28/2011 05:20:00 AM,012XX W 72ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0734,007,17,67,01A,1169017,1857070,2011,11/17/2011 12:01:47 PM,41.76331447210101,-87.65608063343417,"(41.76331447210101, -87.65608063343417)"
20036,HT469506,08/28/2011 03:56:00 AM,010XX W MAXWELL ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,1232,012,2,28,01A,1169739,1893978,2011,11/17/2011 12:01:47 PM,41.86457821955458,-87.65236239251338,"(41.86457821955458, -87.65236239251338)"
20028,HT455244,08/25/2011 04:35:00 PM,003XX E 359,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0234,002,3,40,01A,1179634,1868467,2011,11/17/2011 12:01:47 PM,41.794353000199855,-87.61681943231056,"(41.794353000199855, -87.61681943231056)"
20027,HT465596,08/25/2011 04:30:00 PM,014XX S KENNETH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,1011,010,24,29,01A,1146920,1892474,2011,11/17/2011 12:01:47 PM,41.8609172023167,-87.73616966852636,"(41.8609172023167, -87.73616966852636)"
20029,HT465093,08/25/2011 04:10:00 PM,045XX N CLARENDON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,false,false,2313,019,46,3,01A,1170142,1930161,2011,08/13/2012 12:04:05 PM,41.963857547856946,-87.64982443327078,"(41.963857547856946, -87.64982443327078)"
20026,HT464552,08/25/2011 02:54:00 AM,001XX W 104,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0731,007,6,69,01A,1176832,1858623,2011,11/17/2011 12:01:47 PM,41.76740366164653,-87.6273905425102,"(41.76740366164653, -87.6273905425102)"
20024,HT462057,08/23/2011 02:34:00 PM,030XX S PULASKI RD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1031,010,22,30,01A,1150227,1884269,2011,11/17/2011 12:01:47 PM,41.838337895735215,-87.72424391196019,"(41.838337895735215, -87.72424391196019)"
20023,HT460745,08/22/2011 06:06:00 PM,005XX N 541,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,1532,015,28,25,01A,1141971,1903228,2011,11/17/2011 12:01:47 PM,41.89052057153119,-87.75407018253483,"(41.89052057153119, -87.75407018253483)"
20022,HT458816,08/21/2011 02:42:00 PM,005XX N 572,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1523,015,37,25,01A,1140179,1903380,2011,11/17/2011 12:01:47 PM,41.890970686563726,-87.76064763010042,"(41.890970686563726, -87.76064763010042)"
20021,HT458312,08/21/2011 09:32:00 AM,044XX S MARSHFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0914,009,12,61,01A,1166124,1875103,2011,11/29/2011 09:40:35 AM,41.81286126917576,-87.66617117983276,"(41.81286126917576, -87.66617117983276)"
20019,HT453153,08/17/2011 10:00:00 PM,026XX W 68TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0831,008,15,66,01A,1160003,1859421,2011,11/29/2011 09:48:17 AM,41.76995596194737,-87.68905431701207,"(41.76995596194737, -87.68905431701207)"
20018,HT452951,08/17/2011 07:22:00 PM,065XX S ROSS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,0722,007,20,68,01A,1175880,1861358,2011,11/17/2011 12:01:47 PM,41.77493019458819,-87.63079812183196,"(41.77493019458819, -87.63079812183196)"
20016,HT451630,08/16/2011 11:11:00 PM,030XX W 64TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0823,008,15,66,01A,1157099,1862079,2011,11/17/2011 12:01:47 PM,41.777309111318,-87.69962743512323,"(41.777309111318, -87.69962743512323)"
20015,HT447447,08/14/2011 12:15:00 PM,081XX S WINCHESTER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0614,006,18,71,01A,1164741,1850349,2011,01/27/2012 06:42:05 AM,41.744962403537485,-87.67194241806152,"(41.744962403537485, -87.67194241806152)"
20014,HT445656,08/13/2011 03:57:00 AM,048XX S LAFLIN ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0931,009,20,61,01A,1167107,1872839,2011,11/17/2011 12:01:47 PM,41.806627603158994,-87.66263032198782,"(41.806627603158994, -87.66263032198782)"
20013,HT445546,08/13/2011 01:23:00 AM,087XX S PRINCETON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0634,006,21,49,01A,1175656,1846689,2011,11/17/2011 12:01:47 PM,41.73468171987007,-87.63205759783794,"(41.73468171987007, -87.63205759783794)"
20012,HT442517,08/11/2011 10:29:00 AM,027XX E 79TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0422,004,7,46,01A,1195678,1853071,2011,12/15/2011 05:41:17 AM,41.75172335088685,-87.5584963701009,"(41.75172335088685, -87.5584963701009)"
20011,HT442280,08/11/2011 04:15:00 AM,023XX E 99TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0431,004,7,51,01A,1193593,1839826,2011,11/17/2011 12:01:47 PM,41.71542915536403,-87.56656917160625,"(41.71542915536403, -87.56656917160625)"
20010,HT442132,08/11/2011 12:18:00 AM,004XX E 401,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0312,003,20,42,01A,1180054,1862626,2011,11/29/2011 10:02:45 AM,41.77831512554155,-87.61545815283856,"(41.77831512554155, -87.61545815283856)"
20009,HT442065,08/10/2011 10:25:00 PM,016XX S KARLOV AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1012,010,24,29,01A,1149358,1891611,2011,11/29/2011 10:02:34 AM,41.858502143541614,-87.72724258183419,"(41.858502143541614, -87.72724258183419)"
20017,HT432177,08/09/2011 12:48:00 PM,113XX S FOREST AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0531,005,9,49,01A,1180236,1829531,2011,11/17/2011 12:01:47 PM,41.68749428800961,-87.61580239963124,"(41.68749428800961, -87.61580239963124)"
20008,HT436147,08/07/2011 07:10:00 AM,074XX S SANGAMON ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,0733,007,17,68,01A,1171300,1855573,2011,11/17/2011 12:01:47 PM,41.75915688563891,-87.6477567320165,"(41.75915688563891, -87.6477567320165)"
20006,HT435897,08/07/2011 01:30:00 AM,069XX S OAKLEY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0832,008,17,66,01A,1162225,1858534,2011,11/29/2011 10:07:51 AM,41.76747594430135,-87.68093403111818,"(41.76747594430135, -87.68093403111818)"
20007,HT435909,08/07/2011 12:48:00 AM,015XX W JONQUIL TER,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,2422,024,49,1,01A,1164668,1950953,2011,06/21/2012 06:32:19 AM,42.02102942620577,-87.66935781799701,"(42.02102942620577, -87.66935781799701)"
20005,HT433812,08/06/2011 08:53:00 AM,039XX W OHIO ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1122,011,27,23,01A,1150026,1903757,2011,11/17/2011 12:01:47 PM,41.89181917432247,-87.72447430868648,"(41.89181917432247, -87.72447430868648)"
20020,HT420373,08/05/2011 12:01:00 AM,031XX W DOUGLAS BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,1022,010,24,29,01A,1155725,1893330,2011,11/17/2011 12:01:47 PM,41.86309355447958,-87.70382519457716,"(41.86309355447958, -87.70382519457716)"
20004,HT432279,08/04/2011 08:29:00 PM,043XX W DICKENS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,2522,025,30,20,01A,1146981,1913640,2011,11/24/2011 07:45:34 AM,41.918997901901385,-87.73540433704487,"(41.918997901901385, -87.73540433704487)"
20003,HT431002,08/04/2011 07:57:00 AM,127XX S UNION AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,0523,005,9,53,01A,1174022,1820102,2011,01/30/2012 11:05:35 AM,41.66175936301222,-87.63882926269648,"(41.66175936301222, -87.63882926269648)"
20002,HT430821,08/04/2011 02:04:00 AM,016XX W ERIE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1324,013,1,24,01A,1165545,1904465,2011,11/17/2011 12:01:47 PM,41.89344565141119,-87.66745979043148,"(41.89344565141119, -87.66745979043148)"
20001,HT430123,08/03/2011 09:13:00 PM,042XX S STATE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0214,002,3,38,01A,1176942,1876759,2011,12/22/2011 12:21:17 PM,41.81716815940929,-87.62644074456216,"(41.81716815940929, -87.62644074456216)"
20000,HT429302,08/03/2011 10:27:00 AM,017XX E 72ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0324,003,5,43,01A,1189237,1857627,2011,11/17/2011 12:01:47 PM,41.76438216652553,-87.58195340515726,"(41.76438216652553, -87.58195340515726)"
19999,HT425909,08/01/2011 08:46:00 AM,071XX S CHAMPLAIN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,false,0323,003,6,69,01A,1181765,1857614,2011,11/17/2011 12:01:47 PM,41.76452233784172,-87.60934027778886,"(41.76452233784172, -87.60934027778886)"
19998,HT425376,07/31/2011 10:04:00 PM,068XX S WOOD ST,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,0726,007,17,67,01A,1165486,1859379,2011,11/17/2011 12:01:47 PM,41.76972624076747,-87.66895709315816,"(41.76972624076747, -87.66895709315816)"
19997,HT424089,07/31/2011 12:15:00 AM,059XX S UNION AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0711,007,20,68,01A,1172696,1865239,2011,11/23/2011 09:17:53 AM,41.78565088284438,-87.64235584371116,"(41.78565088284438, -87.64235584371116)"
19996,HT423529,07/30/2011 06:00:00 PM,071XX S RIDGELAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0324,003,5,43,01A,1189063,1858016,2011,11/29/2011 10:25:25 AM,41.765453784697264,-87.58257870511487,"(41.765453784697264, -87.58257870511487)"
19995,HT422830,07/30/2011 08:12:00 AM,026XX W MONTGOMERY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0912,009,12,58,01A,1159543,1877091,2011,11/29/2011 10:25:19 AM,41.81845425205475,-87.69025597122207,"(41.81845425205475, -87.69025597122207)"
19993,HT422606,07/30/2011 02:40:00 AM,031XX W 81ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0835,008,18,70,01A,1156864,1850772,2011,11/29/2011 10:25:04 AM,41.7462857008926,-87.70079375634484,"(41.7462857008926, -87.70079375634484)"
19994,HT422071,07/30/2011 01:53:00 AM,054XX W WASHINGTON BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1523,015,28,25,01A,1139975,1900255,2011,11/29/2011 09:52:26 AM,41.88239902756539,-87.76147331304311,"(41.88239902756539, -87.76147331304311)"
19991,HT421725,07/29/2011 07:06:00 PM,082XX S COTTAGE GROVE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0631,006,6,44,01A,1182953,1850475,2011,11/29/2011 08:39:48 AM,41.744904658876976,-87.60520744416186,"(41.744904658876976, -87.60520744416186)"
19992,HT421725,07/29/2011 07:06:00 PM,082XX S COTTAGE GROVE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0631,006,6,44,01A,1182953,1850475,2011,11/29/2011 08:39:55 AM,41.744904658876976,-87.60520744416186,"(41.744904658876976, -87.60520744416186)"
19990,HT421384,07/29/2011 12:44:00 PM,071XX S ROCKWELL ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0832,008,18,66,01A,1160314,1857265,2011,11/17/2011 12:01:47 PM,41.7640331853894,-87.68797361333733,"(41.7640331853894, -87.68797361333733)"
19989,HT420945,07/29/2011 03:33:00 AM,008XX E 802,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0624,006,6,69,01A,1182985,1852841,2011,11/29/2011 10:59:19 AM,41.75139647279712,-87.60501681141314,"(41.75139647279712, -87.60501681141314)"
19988,HT420854,07/29/2011 01:28:00 AM,037XX W CHICAGO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1112,011,27,23,01A,1150944,1905033,2011,11/29/2011 08:41:17 AM,41.895302724220464,-87.72106944047421,"(41.895302724220464, -87.72106944047421)"
19987,HT419132,07/28/2011 03:20:00 AM,030XX S DRAKE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1032,010,22,30,01A,1153139,1884338,2011,11/29/2011 09:28:01 AM,41.838470078059736,-87.71355645290106,"(41.838470078059736, -87.71355645290106)"
19985,HT415911,07/26/2011 03:27:00 AM,066XX S MAY ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0724,007,17,68,01A,1169761,1860507,2011,11/17/2011 12:01:47 PM,41.77272992594798,-87.65325412382855,"(41.77272992594798, -87.65325412382855)"
19984,HT415667,07/25/2011 10:09:00 PM,007XX N 755,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1324,013,27,24,01A,1166069,1905381,2011,11/17/2011 12:01:47 PM,41.89594804621472,-87.66550914575228,"(41.89594804621472, -87.66550914575228)"
19983,HT412497,07/24/2011 03:35:00 AM,082XX S EAST END AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0414,004,8,45,01A,1189068,1850717,2011,11/17/2011 12:01:47 PM,41.74542455505159,-87.58279377145833,"(41.74542455505159, -87.58279377145833)"
19982,HT412757,07/24/2011 03:23:00 AM,049XX S WOLCOTT AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GANGWAY,false,false,0915,009,16,61,01A,1164478,1871961,2011,11/29/2011 09:35:41 AM,41.80427416100298,-87.67229740094868,"(41.80427416100298, -87.67229740094868)"
19981,HT412284,07/24/2011 12:59:00 AM,004XX E 452,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0323,003,6,69,01A,1180761,1856096,2011,11/17/2011 12:01:47 PM,41.760379917023826,-87.61306675556646,"(41.760379917023826, -87.61306675556646)"
19980,HT412137,07/23/2011 06:15:00 PM,058XX W THOMAS ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1511,015,29,25,01A,1137432,1906782,2011,11/17/2011 12:01:47 PM,41.90035607021424,-87.77065421769987,"(41.90035607021424, -87.77065421769987)"
19986,HT411255,07/23/2011 05:25:00 AM,058XX S KEDZIE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0822,008,14,63,01A,1156014,1865540,2011,04/22/2013 09:50:12 AM,41.786828474851085,-87.70351213814642,"(41.786828474851085, -87.70351213814642)"
19979,HT411014,07/22/2011 11:26:00 PM,005XX E 505,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0321,003,20,42,01A,1180767,1861986,2011,11/29/2011 09:39:19 AM,41.77654253994473,-87.61286394066273,"(41.77654253994473, -87.61286394066273)"
19978,HT410365,07/22/2011 04:32:00 PM,032XX W PETERSON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,true,false,1711,017,39,13,01A,1153862,1939662,2011,11/24/2011 07:44:27 AM,41.99026958715202,-87.70942657570883,"(41.99026958715202, -87.70942657570883)"
19977,HT400981,07/21/2011 11:58:00 AM,070XX S EGGLESTON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0732,007,6,68,01A,1174544,1857953,2011,11/17/2011 12:01:47 PM,41.76561632890246,-87.63579691740544,"(41.76561632890246, -87.63579691740544)"
19976,HT405253,07/19/2011 04:00:00 PM,070XX S PARNELL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0732,007,6,68,01A,1173873,1858335,2011,11/29/2011 09:43:20 AM,41.76667948778746,-87.6382450268528,"(41.76667948778746, -87.6382450268528)"
